tic_id,n_sectors
141121335,24
404763306,24
260415914,24
179246511,24
150319693,24
167208380,24
350766856,24
167166946,24
309755088,24
278820988,24
278861826,24
375035828,24
350741703,24
350716888,24
293270257,24
142054024,24
374862395,24
276864298,24
277100604,24
364323003,24
141770592,24
167201721,24
31313085,24
167123437,24
141480394,23
141708337,23
141628339,23
142050046,23
309615189,23
309659124,23
167043669,23
41232835,23
41256266,23
41464376,23
150168739,23
309655922,23
150247134,23
150361489,23
350933090,23
278955132,23
350929806,23
350931082,23
277099961,23
382032572,23
374942490,23
149603071,23
382303398,23
260268105,23
260267530,23
260190547,23
389366376,23
260355230,23
260419882,23
260417932,23
150358579,23
425083927,23
425084139,23
149993445,23
391744055,23
309658394,23
309755356,23
375058244,23
260709484,23
260004064,22
260044482,22
260161587,22
260130129,22
260079189,22
404926864,22
41231040,22
150431617,22
734603429,22
734548584,22
167549377,22
176875517,22
176934407,22
176957154,22
389564031,22
150029265,22
260476837,22
260507409,22
382102385,22
260538104,22
382146692,22
382157531,22
149479134,22
150273402,22
382243958,22
382259542,22
382260314,22
388202207,22
149126400,22
257720712,22
278776514,22
278775329,22
142105299,22
142105466,22
261332760,22
142086166,22
167344197,22
260636889,22
260639999,22
261399229,22
358402382,22
364325969,22
364323805,22
277100123,22
276864697,22
276864691,22
167338355,22
142017826,22
278959976,22
350861103,22
278822321,22
278822664,22
350954272,22
278777282,22
348841387,22
31312954,22
309699574,22
278991483,22
167206099,22
293224824,22
31313111,22
150150095,22
141610486,22
309657355,22
350519062,22
350623060,22
167121881,22
31532870,22
31412505,22
31386156,22
150185722,22
141712726,22
425069664,22
734531490,22
41488282,22
150393497,22
149302339,22
149302338,22
177253429,22
149450584,22
55405087,21
149347772,21
177253202,21
177254247,21
177256161,21
149914390,21
150431839,21
150431816,21
150431804,21
150431712,21
150431571,21
150431148,21
260074479,21
260045258,21
260044119,21
260043884,21
260043056,21
260041957,21
260002962,21
260002718,21
257721005,21
141709997,21
350344559,21
350335823,21
350334181,21
141755414,21
350331962,21
350331911,21
350299541,21
141757441,21
350656684,21
350655951,21
141756992,21
350295071,21
350295056,21
350294861,21
350274440,21
350477767,21
141685180,21
350433316,21
350841126,21
350841061,21
348839966,21
348839459,21
348839382,21
141805074,21
31381651,21
150188429,21
150187382,21
141811261,21
141757326,21
141757230,21
141711008,21
141810934,21
141808693,21
309756187,21
309755442,21
309755266,21
141823041,21
141823020,21
141822625,21
141811756,21
141811446,21
348841455,21
350655933,21
350519663,21
350519429,21
350480377,21
350478065,21
350742995,21
350740600,21
350714894,21
141607553,21
350709476,21
350708443,21
350933853,21
350933606,21
309699014,21
309698515,21
309659122,21
141866704,21
141865269,21
141865028,21
141826365,21
309616590,21
278896737,21
278865869,21
141871560,21
293347413,21
141911744,21
141910728,21
141910291,21
141942394,21
141915367,21
141914317,21
149970599,21
278988288,21
278988068,21
141811432,21
